shipment_id,batch_id,origin_warehouse_id,destination_id,departure_time,arrival_time,carrier_name,vehicle_id,temperature_min,temperature_max,temperature_avg,humidity_avg,status,route_id,distance_km,created_at
SHP-001541,BAT-000603,WH-0127,OUT-0117,2025-10-11 07:58:07,2025-10-12 00:58:07,VitalMove Corp,VH-9285,2.9,9.9,6.0,33.9,delivered,RT-0002,816.2,2025-10-10 14:58:07
SHP-001542,BAT-000884,WH-0114,WH-0096,2025-02-21 05:41:30,2025-02-26 01:41:30,TempGuard Logistics,VH-7290,4.0,11.5,7.6,61.5,delivered,RT-0006,2052.4,2025-02-20 23:41:30
SHP-001543,BAT-000938,WH-0087,OUT-0438,2024-04-07 19:53:48,2024-04-12 10:53:48,TempGuard Logistics,VH-4550,1.8,4.8,3.5,62.0,delivered,RT-0195,4822.2,2024-04-07 09:53:48
SHP-001544,BAT-002645,WH-0049,WH-0069,2025-07-25 17:56:10,2025-07-26 21:56:10,CryoShip Int'l,VH-3862,1.0,7.4,5.0,33.1,delayed,RT-0095,3210.2,2025-07-25 03:56:10
SHP-001545,BAT-002705,WH-0078,WH-0071,2023-03-14 14:10:42,2023-03-16 09:10:42,ArcticLine Shipping,VH-2904,6.4,10.9,8.9,47.6,delayed,RT-0036,1196.9,2023-03-14 00:10:42
SHP-001546,BAT-000187,WH-0046,OUT-0289,2024-05-31 18:18:17,2024-06-03 18:18:17,PharmaLogix,VH-8779,0.6,6.2,4.4,61.2,delayed,RT-0012,4808.9,2024-05-31 02:18:17
SHP-001547,BAT-002296,WH-0016,OUT-0221,2024-02-18 02:57:29,2024-02-19 07:57:29,SafeShip Pharma,VH-6585,-0.5,4.5,1.4,39.2,rejected,RT-0071,3925.6,2024-02-17 15:57:29
SHP-001548,BAT-001763,WH-0062,OUT-0342,2024-01-16 09:16:50,2024-01-16 18:16:50,ArcticLine Shipping,VH-2415,5.4,10.3,7.3,45.0,rejected,RT-0153,3233.6,2024-01-16 03:16:50
SHP-001549,BAT-000318,WH-0037,OUT-0263,2025-05-27 05:41:47,2025-05-27 17:41:47,ArcticLine Shipping,VH-5752,0.7,6.1,3.5,53.6,rejected,RT-0135,4249.2,2025-05-26 15:41:47
SHP-001550,BAT-002729,WH-0059,OUT-0391,2025-07-03 08:50:12,2025-07-08 00:50:12,BioTransport Inc,VH-6138,-0.8,5.6,2.2,40.1,rejected,RT-0041,1853.3,2025-07-02 21:50:12
SHP-001551,BAT-000240,WH-0057,OUT-0497,2023-09-25 22:44:53,2023-09-30 10:44:53,TempGuard Logistics,VH-9127,3.4,6.3,5.2,67.8,delivered,RT-0073,1634.5,2023-09-25 08:44:53
SHP-001552,BAT-001015,WH-0054,OUT-0179,2025-02-16 18:13:02,2025-02-19 18:13:02,ColdChain Express,VH-9632,-2.5,4.8,1.3,45.9,delivered,RT-0123,980.2,2025-02-16 04:13:02
SHP-001553,BAT-001680,WH-0140,OUT-0246,2024-09-01 23:12:09,2024-09-06 22:12:09,ArcticLine Shipping,VH-2160,4.3,9.3,6.7,54.1,rejected,RT-0117,4761.2,2024-08-31 23:12:09
SHP-001554,BAT-000950,WH-0048,OUT-0272,2023-10-27 23:06:00,2023-10-29 02:06:00,ArcticLine Shipping,VH-2237,3.1,7.1,4.1,66.7,delivered,RT-0042,2426.7,2023-10-27 10:06:00
SHP-001555,BAT-002601,WH-0002,OUT-0323,2025-02-11 16:48:08,2025-02-12 14:48:08,TempGuard Logistics,VH-4798,3.9,8.1,5.4,51.2,delayed,RT-0144,3835.2,2025-02-10 21:48:08
SHP-001556,BAT-001088,WH-0114,OUT-0245,2024-07-04 15:48:06,2024-07-06 12:48:06,CryoShip Int'l,VH-6139,3.5,9.4,7.1,34.0,delayed,RT-0010,561.0,2024-07-03 19:48:06
SHP-001557,BAT-000246,WH-0037,OUT-0147,2023-09-28 02:46:40,2023-10-02 20:46:40,TempGuard Logistics,VH-2613,6.1,11.9,8.7,66.9,delivered,RT-0160,2040.8,2023-09-27 10:46:40
SHP-001558,BAT-001782,WH-0026,OUT-0254,2025-09-25 14:53:52,2025-09-29 16:53:52,MedFreight Solutions,VH-2535,5.7,9.6,6.9,36.6,rejected,RT-0014,274.5,2025-09-25 08:53:52
SHP-001559,BAT-000740,WH-0087,WH-0063,2024-09-19 08:25:53,2024-09-19 23:25:53,CryoShip Int'l,VH-5300,-0.2,3.3,1.4,56.3,delivered,RT-0007,194.1,2024-09-19 05:25:53
SHP-001560,BAT-000029,WH-0122,OUT-0034,2024-07-28 05:20:00,2024-08-01 15:20:00,MedRoute Global,VH-9432,4.5,8.8,6.6,56.4,rejected,RT-0100,1660.6,2024-07-27 21:20:00
SHP-001561,BAT-000381,WH-0107,OUT-0234,2023-03-15 10:48:12,2023-03-18 17:48:12,PharmaLogix,VH-2237,0.6,5.9,2.9,58.7,delivered,RT-0094,1990.3,2023-03-15 02:48:12
SHP-001562,BAT-001830,WH-0023,OUT-0142,2025-04-15 01:31:37,2025-04-19 08:31:37,TempGuard Logistics,VH-5727,2.7,6.9,4.8,36.7,in_transit,RT-0069,3750.2,2025-04-14 06:31:37
SHP-001563,BAT-000871,WH-0147,WH-0023,2023-06-29 20:34:54,2023-07-03 10:34:54,SafeShip Pharma,VH-2920,0.4,6.7,3.8,32.3,delivered,RT-0187,1486.5,2023-06-29 16:34:54
SHP-001564,BAT-002312,WH-0059,OUT-0202,2025-05-11 01:39:18,2025-05-11 19:39:18,PharmaLogix,VH-2492,-4.9,0.9,-1.5,60.8,rejected,RT-0121,4645.9,2025-05-10 23:39:18
SHP-001565,BAT-002402,WH-0047,OUT-0066,2023-03-17 18:53:17,2023-03-22 02:53:17,CryoShip Int'l,VH-5752,-0.9,5.2,2.2,69.2,delivered,RT-0155,752.3,2023-03-17 05:53:17
SHP-001566,BAT-002397,WH-0105,OUT-0490,2023-11-08 07:22:57,2023-11-11 07:22:57,ArcticLine Shipping,VH-3011,6.2,10.7,7.3,53.9,in_transit,RT-0097,1388.1,2023-11-07 09:22:57
SHP-001567,BAT-000613,WH-0064,OUT-0458,2025-09-19 11:48:28,2025-09-23 18:48:28,VitalMove Corp,VH-4453,-3.0,2.4,0.9,53.4,delivered,RT-0184,4420.2,2025-09-18 17:48:28
SHP-001568,BAT-001812,WH-0005,OUT-0177,2025-03-01 05:02:09,2025-03-05 22:02:09,MedFreight Solutions,VH-2264,0.2,6.3,3.4,45.9,delivered,RT-0116,4865.6,2025-02-28 21:02:09
SHP-001569,BAT-002341,WH-0025,OUT-0141,2024-05-29 05:03:25,2024-05-30 18:03:25,MedFreight Solutions,VH-5040,5.8,10.9,8.7,61.8,delivered,RT-0079,755.6,2024-05-28 08:03:25
SHP-001570,BAT-002831,WH-0134,OUT-0201,2024-05-13 11:05:26,2024-05-15 11:05:26,LifeLine Logistics,VH-2555,-5.1,0.7,-2.1,38.0,rejected,RT-0143,4473.1,2024-05-12 22:05:26
SHP-001571,BAT-000933,WH-0068,WH-0100,2024-05-16 04:16:01,2024-05-19 17:16:01,TempGuard Logistics,VH-9371,5.8,8.3,7.2,57.7,delayed,RT-0054,2948.1,2024-05-15 15:16:01
SHP-001572,BAT-002595,WH-0050,OUT-0302,2024-09-16 00:46:14,2024-09-16 10:46:14,CryoShip Int'l,VH-9978,1.1,5.2,3.1,36.4,delayed,RT-0027,4515.3,2024-09-15 05:46:14
SHP-001573,BAT-001525,WH-0075,OUT-0349,2024-07-08 08:19:37,2024-07-08 14:19:37,SafeShip Pharma,VH-8184,5.8,10.5,8.1,52.9,delivered,RT-0123,4978.7,2024-07-07 15:19:37
SHP-001574,BAT-002994,WH-0068,OUT-0008,2025-06-21 09:51:44,2025-06-23 10:51:44,PrecisionCold Transport,VH-8966,-1.7,4.9,1.2,66.3,delivered,RT-0158,2094.6,2025-06-20 18:51:44
SHP-001575,BAT-000794,WH-0140,WH-0014,2023-09-08 19:00:35,2023-09-10 23:00:35,TempGuard Logistics,VH-2613,1.0,7.4,3.9,50.7,rejected,RT-0181,1284.3,2023-09-08 08:00:35
SHP-001576,BAT-002801,WH-0092,OUT-0063,2023-01-27 08:42:45,2023-01-29 03:42:45,LifeLine Logistics,VH-2492,2.8,6.9,4.3,59.2,delayed,RT-0050,4916.1,2023-01-27 04:42:45
SHP-001577,BAT-002309,WH-0051,OUT-0307,2023-04-17 01:50:11,2023-04-20 12:50:11,CryoShip Int'l,VH-8101,3.9,10.3,6.9,46.1,delayed,RT-0142,1769.9,2023-04-16 12:50:11
SHP-001578,BAT-002474,WH-0061,OUT-0206,2025-04-18 08:55:59,2025-04-20 08:55:59,TempGuard Logistics,VH-7636,4.0,7.0,5.7,56.2,rejected,RT-0044,3118.5,2025-04-17 16:55:59
SHP-001579,BAT-000980,WH-0021,OUT-0129,2025-10-18 15:38:21,2025-10-21 05:38:21,BioTransport Inc,VH-1842,-0.8,5.7,3.0,35.2,delivered,RT-0044,4000.3,2025-10-17 19:38:21
SHP-001580,BAT-001761,WH-0135,OUT-0117,2023-12-16 14:12:37,2023-12-20 15:12:37,LifeLine Logistics,VH-5496,1.8,8.2,4.6,40.0,in_transit,RT-0011,4401.9,2023-12-16 13:12:37
SHP-001581,BAT-002497,WH-0097,OUT-0445,2024-08-06 19:22:19,2024-08-10 13:22:19,MedRoute Global,VH-1193,6.6,11.4,8.2,60.9,in_transit,RT-0178,4150.5,2024-08-05 19:22:19
SHP-001582,BAT-001319,WH-0048,OUT-0394,2024-04-24 03:32:50,2024-04-26 00:32:50,MedFreight Solutions,VH-1788,0.1,4.5,2.2,34.1,delivered,RT-0078,3744.7,2024-04-23 03:32:50
SHP-001583,BAT-001222,WH-0066,WH-0028,2024-05-30 05:16:25,2024-05-31 13:16:25,SafeShip Pharma,VH-1670,0.5,6.8,4.2,58.4,rejected,RT-0116,3562.4,2024-05-29 17:16:25
SHP-001584,BAT-001691,WH-0099,OUT-0035,2023-05-19 16:46:58,2023-05-21 18:46:58,MedRoute Global,VH-5496,2.5,5.9,4.0,42.6,delivered,RT-0092,4959.3,2023-05-19 14:46:58
SHP-001585,BAT-001247,WH-0116,OUT-0271,2023-10-03 11:21:41,2023-10-08 07:21:41,ArcticLine Shipping,VH-2237,3.9,11.5,7.9,61.9,rejected,RT-0063,3061.8,2023-10-03 08:21:41
SHP-001586,BAT-001148,WH-0015,OUT-0083,2025-02-20 16:17:30,2025-02-21 22:17:30,CryoShip Int'l,VH-2256,3.7,9.4,6.8,33.8,delivered,RT-0161,1519.0,2025-02-20 14:17:30
SHP-001587,BAT-000276,WH-0135,OUT-0420,2023-10-18 23:19:35,2023-10-20 01:19:35,CryoShip Int'l,VH-2237,2.9,8.9,5.7,64.2,delivered,RT-0055,3215.3,2023-10-18 11:19:35
SHP-001588,BAT-001684,WH-0124,OUT-0444,2025-10-12 19:08:18,2025-10-14 04:08:18,MedRoute Global,VH-2652,-0.8,4.1,2.4,36.9,rejected,RT-0146,4708.1,2025-10-12 06:08:18
SHP-001589,BAT-000449,WH-0137,OUT-0038,2024-10-11 05:10:20,2024-10-15 09:10:20,LifeLine Logistics,VH-6693,4.7,11.0,7.6,53.0,rejected,RT-0050,3632.4,2024-10-10 11:10:20
SHP-001590,BAT-001866,WH-0075,OUT-0152,2025-11-18 23:54:04,2025-11-20 06:54:04,SafeShip Pharma,VH-2203,4.9,8.4,6.4,55.2,delayed,RT-0061,1886.1,2025-11-18 15:54:04
SHP-001591,BAT-002266,WH-0141,OUT-0316,2024-08-03 12:11:02,2024-08-05 00:11:02,PrecisionCold Transport,VH-8720,7.7,11.5,9.2,64.1,rejected,RT-0108,631.4,2024-08-03 04:11:02
SHP-001592,BAT-001186,WH-0030,WH-0050,2023-01-04 01:34:25,2023-01-04 17:34:25,SafeShip Pharma,VH-5670,3.8,9.1,7.2,65.2,delivered,RT-0136,3118.5,2023-01-04 00:34:25
SHP-001593,BAT-001044,WH-0136,OUT-0458,2024-10-24 04:45:55,2024-10-25 12:45:55,PharmaLogix,VH-5300,0.9,6.1,2.1,42.6,delivered,RT-0117,4576.9,2024-10-23 20:45:55
SHP-001594,BAT-002802,WH-0026,WH-0062,2023-01-03 14:23:40,2023-01-04 02:23:40,TempGuard Logistics,VH-9741,4.2,9.5,5.8,34.3,delayed,RT-0187,3047.7,2023-01-03 06:23:40
SHP-001595,BAT-001596,WH-0144,OUT-0296,2025-05-26 12:09:56,2025-05-31 09:09:56,ArcticLine Shipping,VH-3474,4.9,11.8,8.1,56.1,rejected,RT-0073,2271.3,2025-05-26 01:09:56
SHP-001596,BAT-000384,WH-0135,OUT-0354,2025-03-17 15:29:17,2025-03-19 21:29:17,TempGuard Logistics,VH-1224,3.7,10.4,6.9,57.4,in_transit,RT-0164,2177.6,2025-03-17 04:29:17
SHP-001597,BAT-000630,WH-0117,OUT-0358,2025-01-24 06:01:00,2025-01-24 10:01:00,ColdChain Express,VH-5996,1.7,6.3,3.6,30.5,delivered,RT-0157,3767.9,2025-01-23 16:01:00
SHP-001598,BAT-000471,WH-0094,OUT-0233,2023-06-19 02:17:17,2023-06-23 17:17:17,ColdChain Express,VH-1193,-3.2,2.6,-0.6,37.6,in_transit,RT-0044,1024.9,2023-06-18 02:17:17
SHP-001599,BAT-002625,WH-0125,OUT-0346,2025-12-14 18:51:26,2025-12-15 06:51:26,LifeLine Logistics,VH-8882,0.5,4.5,2.1,65.6,delivered,RT-0077,4782.5,2025-12-14 04:51:26
SHP-001600,BAT-002966,WH-0006,WH-0009,2025-01-05 07:51:44,2025-01-06 17:51:44,PharmaLogix,VH-7999,5.3,11.3,8.5,61.1,in_transit,RT-0097,2010.1,2025-01-04 23:51:44
SHP-001601,BAT-001912,WH-0030,WH-0136,2023-04-28 17:17:37,2023-05-03 04:17:37,MedFreight Solutions,VH-7129,4.0,10.5,7.1,32.0,rejected,RT-0073,672.5,2023-04-28 13:17:37
SHP-001602,BAT-000179,WH-0125,OUT-0026,2024-08-15 07:42:12,2024-08-17 16:42:12,PrecisionCold Transport,VH-4759,-3.9,3.1,-0.3,61.3,delivered,RT-0087,1003.0,2024-08-14 21:42:12
SHP-001603,BAT-002162,WH-0047,WH-0147,2024-05-25 09:49:52,2024-05-28 03:49:52,ArcticLine Shipping,VH-2264,-0.5,4.8,2.9,64.8,delayed,RT-0052,1329.0,2024-05-24 16:49:52
SHP-001604,BAT-000797,WH-0104,WH-0149,2024-01-26 11:42:55,2024-01-30 00:42:55,SafeShip Pharma,VH-6559,6.3,11.7,8.0,68.9,in_transit,RT-0002,148.7,2024-01-26 07:42:55
SHP-001605,BAT-002766,WH-0022,OUT-0494,2025-07-13 12:50:09,2025-07-13 19:50:09,LifeLine Logistics,VH-5445,0.8,6.1,3.2,48.6,delivered,RT-0047,4976.5,2025-07-12 13:50:09
SHP-001606,BAT-000820,WH-0058,OUT-0437,2023-07-15 00:14:39,2023-07-15 11:14:39,PrecisionCold Transport,VH-8944,1.1,7.3,4.1,56.4,delivered,RT-0027,84.7,2023-07-14 00:14:39
SHP-001607,BAT-001414,WH-0015,WH-0110,2024-02-07 00:35:35,2024-02-11 00:35:35,SafeShip Pharma,VH-3142,8.3,15.4,12.2,38.2,rejected,RT-0125,3332.9,2024-02-06 03:35:35
SHP-001608,BAT-000715,WH-0035,OUT-0457,2025-09-09 09:56:07,2025-09-10 16:56:07,PharmaLogix,VH-7811,-6.1,-1.0,-2.2,56.9,delivered,RT-0063,2423.6,2025-09-08 11:56:07
SHP-001609,BAT-001612,WH-0048,OUT-0027,2024-11-04 12:51:20,2024-11-06 09:51:20,PharmaLogix,VH-9459,2.5,6.3,4.4,46.0,delayed,RT-0152,1707.7,2024-11-03 13:51:20
SHP-001610,BAT-002626,WH-0046,OUT-0473,2024-06-22 14:26:21,2024-06-24 01:26:21,PrecisionCold Transport,VH-9755,2.1,6.7,5.6,58.8,rejected,RT-0048,3188.5,2024-06-22 09:26:21
SHP-001611,BAT-002883,WH-0002,WH-0082,2025-03-21 15:23:30,2025-03-26 08:23:30,CryoShip Int'l,VH-2160,4.6,8.3,6.1,45.7,delivered,RT-0036,2593.3,2025-03-21 10:23:30
SHP-001612,BAT-000256,WH-0139,WH-0096,2024-11-18 05:04:43,2024-11-21 10:04:43,LifeLine Logistics,VH-1788,2.5,7.1,5.4,67.6,delivered,RT-0009,2368.5,2024-11-17 15:04:43
SHP-001613,BAT-001479,WH-0006,WH-0056,2023-05-30 07:43:31,2023-06-03 15:43:31,ColdChain Express,VH-1670,1.5,6.6,4.1,47.0,rejected,RT-0148,892.6,2023-05-30 05:43:31
SHP-001614,BAT-000183,WH-0119,OUT-0012,2025-12-15 12:11:46,2025-12-20 06:11:46,ArcticLine Shipping,VH-4158,-2.2,4.0,0.6,66.9,delayed,RT-0188,113.0,2025-12-14 15:11:46
SHP-001615,BAT-001682,WH-0051,WH-0038,2025-02-27 21:59:55,2025-03-04 08:59:55,CryoShip Int'l,VH-9959,0.3,6.6,3.9,65.6,delivered,RT-0079,2207.9,2025-02-27 08:59:55
SHP-001616,BAT-001136,WH-0029,OUT-0094,2023-10-14 05:19:02,2023-10-18 22:19:02,SafeShip Pharma,VH-1619,4.4,7.9,6.3,54.2,delivered,RT-0086,1819.5,2023-10-13 10:19:02
SHP-001617,BAT-000376,WH-0111,OUT-0352,2024-07-05 01:43:23,2024-07-08 06:43:23,MedFreight Solutions,VH-6824,0.2,7.1,3.7,65.2,rejected,RT-0063,1554.1,2024-07-04 19:43:23
SHP-001618,BAT-001877,WH-0049,OUT-0286,2025-04-30 17:12:53,2025-05-03 07:12:53,BioTransport Inc,VH-4823,3.6,10.3,6.4,42.5,delayed,RT-0084,1140.8,2025-04-30 08:12:53
SHP-001619,BAT-000298,WH-0056,OUT-0267,2024-08-17 06:10:41,2024-08-19 11:10:41,ColdChain Express,VH-3943,-2.6,3.0,-0.1,39.1,delayed,RT-0182,2072.1,2024-08-16 21:10:41
SHP-001620,BAT-002105,WH-0118,OUT-0157,2023-03-27 16:24:14,2023-03-31 04:24:14,CryoShip Int'l,VH-3076,-0.5,5.3,3.3,54.7,in_transit,RT-0036,2928.9,2023-03-27 09:24:14
SHP-001621,BAT-000379,WH-0038,WH-0074,2023-01-27 10:12:15,2023-01-29 03:12:15,TempGuard Logistics,VH-2014,2.3,6.5,5.4,66.9,in_transit,RT-0030,2393.3,2023-01-26 15:12:15
SHP-001622,BAT-001759,WH-0106,OUT-0128,2023-09-11 10:15:19,2023-09-12 07:15:19,ColdChain Express,VH-1544,4.2,9.5,6.2,49.1,delivered,RT-0039,3036.9,2023-09-10 11:15:19
SHP-001623,BAT-002770,WH-0012,OUT-0253,2025-05-05 03:41:57,2025-05-09 11:41:57,MedRoute Global,VH-5127,5.0,10.0,7.1,51.9,rejected,RT-0162,4995.9,2025-05-04 04:41:57
SHP-001624,BAT-000969,WH-0077,OUT-0452,2025-07-14 23:17:26,2025-07-19 18:17:26,TempGuard Logistics,VH-6666,-3.0,3.6,-0.3,53.8,delayed,RT-0197,876.0,2025-07-14 15:17:26
SHP-001625,BAT-000515,WH-0115,OUT-0336,2023-08-22 07:59:20,2023-08-26 20:59:20,MedFreight Solutions,VH-4520,1.0,4.1,2.3,51.8,in_transit,RT-0118,3257.7,2023-08-21 21:59:20
SHP-001626,BAT-000792,WH-0140,WH-0081,2025-04-29 11:46:46,2025-05-03 21:46:46,PharmaLogix,VH-5850,12.1,17.6,13.7,47.3,delivered,RT-0023,927.9,2025-04-29 07:46:46
SHP-001627,BAT-002854,WH-0102,OUT-0060,2024-08-12 16:45:05,2024-08-14 07:45:05,LifeLine Logistics,VH-2340,3.3,7.5,6.4,51.7,rejected,RT-0196,2308.3,2024-08-11 21:45:05
SHP-001628,BAT-002518,WH-0023,OUT-0286,2023-08-26 00:13:54,2023-08-30 14:13:54,PharmaLogix,VH-4849,5.1,9.2,6.3,63.4,delayed,RT-0153,4701.4,2023-08-25 04:13:54
SHP-001629,BAT-000547,WH-0096,OUT-0337,2025-10-30 22:55:43,2025-11-02 23:55:43,SafeShip Pharma,VH-3109,1.5,5.7,4.4,54.5,delivered,RT-0198,4505.5,2025-10-30 19:55:43
SHP-001630,BAT-000348,WH-0023,OUT-0459,2024-05-02 09:51:22,2024-05-03 14:51:22,MedRoute Global,VH-6514,1.2,7.5,4.6,51.1,delivered,RT-0143,705.3,2024-05-01 18:51:22
SHP-001631,BAT-000041,WH-0047,OUT-0331,2023-10-29 16:46:02,2023-10-31 14:46:02,PharmaLogix,VH-8657,2.8,5.6,4.3,34.9,delivered,RT-0194,1537.3,2023-10-29 10:46:02
SHP-001632,BAT-000449,WH-0023,WH-0046,2024-06-18 19:26:26,2024-06-23 00:26:26,PrecisionCold Transport,VH-2469,0.2,4.5,3.3,60.9,delivered,RT-0053,3146.5,2024-06-18 04:26:26
SHP-001633,BAT-002693,WH-0031,OUT-0341,2023-03-17 12:48:28,2023-03-21 22:48:28,MedFreight Solutions,VH-5980,7.3,11.9,9.8,66.3,delayed,RT-0133,1108.7,2023-03-17 07:48:28
SHP-001634,BAT-001023,WH-0126,OUT-0153,2025-10-11 15:58:33,2025-10-14 21:58:33,VitalMove Corp,VH-6313,-0.1,7.7,3.8,36.9,in_transit,RT-0119,314.5,2025-10-11 08:58:33
SHP-001635,BAT-002109,WH-0056,OUT-0300,2023-04-24 00:44:21,2023-04-27 11:44:21,PrecisionCold Transport,VH-3408,-1.5,3.8,1.6,49.8,delivered,RT-0103,1140.9,2023-04-23 09:44:21
SHP-001636,BAT-000819,WH-0050,OUT-0193,2024-09-05 08:45:15,2024-09-06 18:45:15,SafeShip Pharma,VH-4763,2.0,9.0,5.2,35.7,rejected,RT-0072,201.4,2024-09-04 15:45:15
SHP-001637,BAT-002812,WH-0087,OUT-0276,2025-07-19 16:11:36,2025-07-20 04:11:36,CryoShip Int'l,VH-3319,0.7,5.9,2.0,61.0,delivered,RT-0029,1681.9,2025-07-19 04:11:36
SHP-001638,BAT-000972,WH-0083,OUT-0435,2024-07-27 19:50:49,2024-08-01 04:50:49,MedFreight Solutions,VH-7788,7.0,12.4,8.6,48.4,delivered,RT-0125,2989.8,2024-07-26 20:50:49
SHP-001639,BAT-002025,WH-0085,OUT-0422,2025-03-21 09:24:00,2025-03-24 20:24:00,SafeShip Pharma,VH-4614,7.3,11.2,9.8,61.0,rejected,RT-0033,1025.7,2025-03-21 00:24:00
SHP-001640,BAT-000547,WH-0118,OUT-0408,2025-07-18 22:28:47,2025-07-21 04:28:47,ArcticLine Shipping,VH-4614,-2.3,2.6,1.1,64.4,delayed,RT-0179,2432.0,2025-07-18 10:28:47
SHP-001641,BAT-000816,WH-0078,WH-0147,2025-01-11 05:33:46,2025-01-11 12:33:46,PrecisionCold Transport,VH-3424,0.8,5.1,3.5,46.8,delivered,RT-0025,809.3,2025-01-10 12:33:46
SHP-001642,BAT-000357,WH-0104,OUT-0121,2025-09-20 16:08:51,2025-09-23 17:08:51,MedFreight Solutions,VH-9902,2.8,7.4,4.8,63.1,in_transit,RT-0155,4770.8,2025-09-19 21:08:51
SHP-001643,BAT-002202,WH-0002,OUT-0475,2025-04-17 03:30:35,2025-04-19 16:30:35,PrecisionCold Transport,VH-8120,-0.2,5.5,3.2,48.1,delayed,RT-0176,611.8,2025-04-16 03:30:35
SHP-001644,BAT-001514,WH-0064,WH-0064,2023-02-03 00:50:26,2023-02-03 16:50:26,SafeShip Pharma,VH-1544,-1.9,3.4,1.7,40.3,delivered,RT-0152,2517.1,2023-02-02 01:50:26
SHP-001645,BAT-002957,WH-0003,OUT-0488,2023-10-22 23:35:44,2023-10-26 07:35:44,ArcticLine Shipping,VH-1224,-3.1,1.6,-0.9,35.7,rejected,RT-0037,1261.7,2023-10-22 11:35:44
SHP-001646,BAT-002557,WH-0058,WH-0064,2023-02-26 02:41:59,2023-02-27 03:41:59,MedFreight Solutions,VH-9127,3.0,7.3,5.7,53.1,rejected,RT-0146,389.9,2023-02-25 07:41:59
SHP-001647,BAT-000053,WH-0150,OUT-0257,2024-10-27 14:18:13,2024-10-30 05:18:13,MedFreight Solutions,VH-8703,3.9,7.4,5.2,44.5,rejected,RT-0164,1393.0,2024-10-26 20:18:13
SHP-001648,BAT-002918,WH-0028,OUT-0481,2023-02-22 06:04:37,2023-02-24 03:04:37,TempGuard Logistics,VH-3408,4.5,10.5,7.1,39.6,delivered,RT-0163,4113.5,2023-02-21 09:04:37
SHP-001649,BAT-001654,WH-0148,WH-0117,2024-09-29 16:57:27,2024-10-01 15:57:27,MedFreight Solutions,VH-4486,2.1,8.2,5.6,47.1,rejected,RT-0138,933.1,2024-09-29 10:57:27
SHP-001650,BAT-002554,WH-0032,OUT-0495,2023-06-24 08:30:37,2023-06-25 00:30:37,VitalMove Corp,VH-9755,1.7,7.6,5.5,37.8,delivered,RT-0126,126.2,2023-06-23 21:30:37
SHP-001651,BAT-000682,WH-0134,OUT-0113,2025-06-25 09:22:07,2025-06-30 08:22:07,ArcticLine Shipping,VH-9209,8.0,12.8,9.5,37.8,in_transit,RT-0027,2069.2,2025-06-24 14:22:07
SHP-001652,BAT-002654,WH-0111,WH-0104,2023-12-18 19:58:17,2023-12-22 04:58:17,TempGuard Logistics,VH-5892,0.9,5.6,3.9,31.8,delivered,RT-0047,2214.6,2023-12-18 05:58:17
SHP-001653,BAT-000560,WH-0081,OUT-0246,2025-09-29 19:20:14,2025-10-03 09:20:14,MedFreight Solutions,VH-3408,0.7,5.1,3.9,65.0,rejected,RT-0092,2425.6,2025-09-29 01:20:14
SHP-001654,BAT-001536,WH-0132,WH-0023,2023-06-09 22:46:39,2023-06-12 03:46:39,MedFreight Solutions,VH-3517,-1.4,4.1,0.7,55.6,delivered,RT-0012,3662.5,2023-06-09 01:46:39
SHP-001655,BAT-000719,WH-0049,OUT-0327,2023-08-01 21:07:55,2023-08-05 16:07:55,PharmaLogix,VH-6264,1.2,8.2,4.9,65.9,delivered,RT-0147,3386.2,2023-08-01 01:07:55
SHP-001656,BAT-000650,WH-0025,OUT-0063,2023-06-29 07:08:53,2023-07-01 09:08:53,VitalMove Corp,VH-8868,1.7,6.4,4.2,57.3,delivered,RT-0189,1354.5,2023-06-28 12:08:53
SHP-001657,BAT-002682,WH-0065,WH-0021,2024-04-07 10:47:11,2024-04-08 16:47:11,PharmaLogix,VH-6382,9.4,14.6,11.7,60.6,delivered,RT-0181,2718.0,2024-04-07 07:47:11
SHP-001658,BAT-001399,WH-0144,WH-0121,2024-06-06 17:40:52,2024-06-11 07:40:52,SafeShip Pharma,VH-1463,2.1,7.9,4.6,57.2,delayed,RT-0163,759.6,2024-06-06 10:40:52
SHP-001659,BAT-002758,WH-0143,WH-0036,2024-11-08 14:39:33,2024-11-12 23:39:33,PharmaLogix,VH-5300,2.2,7.8,4.7,46.5,delivered,RT-0125,2503.5,2024-11-07 15:39:33
SHP-001660,BAT-002656,WH-0126,OUT-0162,2023-08-29 22:11:22,2023-08-30 15:11:22,BioTransport Inc,VH-2206,-0.7,4.0,0.3,61.3,in_transit,RT-0015,1742.0,2023-08-29 02:11:22
SHP-001661,BAT-001515,WH-0070,OUT-0148,2023-02-18 20:16:42,2023-02-23 14:16:42,ColdChain Express,VH-3590,8.9,13.8,10.2,58.4,delivered,RT-0019,2267.7,2023-02-17 21:16:42
SHP-001662,BAT-001535,WH-0008,OUT-0042,2025-03-13 13:18:00,2025-03-17 03:18:00,MedFreight Solutions,VH-6666,2.5,7.2,4.3,69.2,delivered,RT-0171,562.5,2025-03-13 00:18:00
SHP-001663,BAT-002909,WH-0050,OUT-0427,2025-06-11 13:14:52,2025-06-13 12:14:52,MedFreight Solutions,VH-5727,6.1,12.1,9.3,32.2,in_transit,RT-0058,850.4,2025-06-11 04:14:52
